imgnum,mid,text,label
4364,zm5oSiHcP,【晚安 】亲爱的小皓博，那罪恶的手伸向你的时候，那该有多痛，当你被掩埋在那冰冷的雪中时，那该有多冰冷。孩子啊，我们未能保护好你，你原本应被浓浓的关爱紧紧拥抱，你原本该拥有那样可盼可欺的人生。这是我们应尽到的责任，恶人必将付出代价，愿天国不再寒冷。请你安息[蜡烛] ,0
1583,yzqJ2cRFc,【恶搞：三星赔了苹果10亿美元，全都是硬币！】今天上午，30辆装满5美分硬币的卡车停在了加利福尼亚州苹果公司的总部。随后，蒂姆·库克收到来自三星CEO的电话，电话中解释道，这就是将要支付给美国苹果公司的10亿美元的罚款，慢慢运吧，希望这周内可以运完所有的罚款，大概200亿个硬币......@电脑报,1
4095,yeaIJhonk,伤心难过的夜晚，你拨通他的电话，不用解释，只说：我很难受，我很想哭。然后对着话筒大哭。他不说话，静静地听着你哭。等你哭累了，只要说一声：我去睡了哦。明天醒来，你忘了给他电话，他不会生你的气，只会担心你，想知道你今天过得好不好。但愿你也有一个这样的好朋友，陪你笑也陪你哭。「晚安」,0
5091,gntVTu,【商品市场重挫 高频交易难辞其咎】约1小时前纽约商品市场遭重击，不禁让人联想去年美股闪电崩盘，重跌后不难找到高频交易的影子。美股已启动熔断，而商品和汇市还没有。据Aite数据，目前期货交易28%是高频交易，冷冰冰的超级电脑追涨杀跌丝毫不夹杂人类情绪。下为历史闪电崩盘和高频交易增长状况,0
643,yumCIcqcx,一个伦敦，岂能跟北京PK？我们开毕幕式花8.31亿，你们才花2.7亿；我们一下盖了102个新场馆，你们才新建14个，且8个是临时馆；我们安保花了4亿，你们才250万；我们当时矿泉水卖3块，你们却卖18块多，我们按古代兵阵和百官升堂的班底穿插布阵，一站就叫团体操，你们屌儿郎铛水裆尿裤，还不如俺们课间操。,1
5062,hw8rGV,#今日一问#，Dell真的是一个成功的社会化营销榜样吗？每个专家的PPT上都会提到它在Twitter上卖了650万美刀。可微博上有多少粉丝会发图炫耀他新买的戴尔电脑呢？为什么它的新品发布成不了话题？为什么转发抽奖的都送Ipad?社交媒体是用来营销还是交流？,0
4417,yAPnwvhfN,【你是干物女吗】1、在家里头发随意夹起；2、假日不化妆不穿胸罩。3、出门后忘东西，不脱鞋直接脚尖踩地到房间拿。4、认为在家看漫画、上网比跟男人谈恋爱有趣。5 即使上网没事做，也要经常挂在网上。6、口头禅：“麻烦死了”、“随便啦”。7、 可能被人评论“有点闷骚”。 说的是你吗？！！！!,0
3083,ABUbA2dQd,麦妈妈说：“妈妈在外面其实也不是一头成功的母猪，我每天四处奔波从早到晚，回到家最开心最开心的就是能做一顿好吃的，看着你吃的样子，这个是我能够给你的最简单最基本的幸福。所以，如果你以后不再吃妈妈做的鸡，妈妈再也见不到你吃鸡的样子，那妈妈的一切就没有。” ——《麦兜响当当》,0
3557,ytYCiEu2A,#北京突发#【24日晚再次提醒 一定要做好准备！】@田川AJA ：紧急通知。,0
3723,yeScuELHy,【亲，清华食堂新增了热干面哟！】@长江日报 讯：为吸引湖北的优质生源，清华大学食堂推出热干面，据说口味正宗，很受欢迎，想吃得排20分钟队，供不应求。清华大学湖北招生组甚至微博卖萌“亲，刚刚新增了热干面哟~”网友称赞清华以神来之笔，在与北大PK“掐尖”中完胜。[哈哈],0
2083,zeWH5FQXs,确实死了，[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛],1
2015,zzTDNB2MS,牙膏底部的短线，绿色天然的。蓝色天然加药物，红色药物家化学，黑色纯化学。童鞋们~今后购买要记得～[围观],1
1274,ywa6o06gM,【Wi-Fi杀精于无形 精子DNA受损严重】科学研究：从健康男子收集精液样本，把其放在接收Wi-Fi上网的计算机旁4小时后发现，精液竟然「熟」了 部分更出现DNA受损的情况。无线上网期间散发的电磁辐射正是「杀精」的元凶！ 男士们注意了…珍爱生命，远离Wi-Fi！,1
4357,bQAACN,痛苦的不是写论文，而是你明知道你写的是垃圾；更痛苦的是你连写个垃圾都这么慢，因为你尝试不要让它那么垃圾；更更痛苦的是你写出来还是个垃圾；当然最痛苦的是，你连垃圾都写不出来。。。。,0
3764,yzJErwPoH,【英国女子生两对男性双胞胎 四名宝宝生日竟同一天】据外媒报道，日前英国一位妈妈生下一对双胞胎儿子，这已是她生下的第二对双胞胎。巧合的是，4名宝宝的生日都是同一天。专家称，两对双胞胎均生在同一天的几率小于50万分之一，目前全世界仅出现6例。,0
1840,z9bHBDRsW,"这是日本人所发明的一种宠物养殖技术，叫盆景猫！他们给小猫喂食一种促进骨质软化的化学药物,然后强塞进瓶子里，等小猫长大，身体胀满瓶子...",1
5073,AgjAqiFba,【“女汉子”穿婚纱攀岩 拍摄超酷炫婚纱照】10月26日，广西柳州市，方静和先生赵先生一起拍摄婚纱照。方静和老赵都是户外运动爱好者，他们选择了来到柳江县六岩村一处攀岩地点拍摄婚纱照，爬到离地面20米高的悬崖上，挂在半空3个多小时，他们拍摄了一组“勇敢者”的婚纱照片。（新华网）,0
5020,z5cYY9Iwo,在路上，你总能不经意的遇到各种窈窕~让你忍不住的要分享给大家~ps : 尼玛，彻底崩溃啦[吃惊] （我是鹰熊）  ,0
715,ADw2hrrIv,文章这都抄袭，妄顾了文章这个名字啊！,1
1541,yw2Sezh4X,【 中国已免除越南到期全部债务！】 网爆：中国已免除越南到期全部债务！先是借，到了期就免。这样的政府，天下无2！500亿美元啊！传越南将中国500亿美元贷款中的250亿美元用于购买战机反华！  ,1
1991,A1RGs5GZN,【城管手中再添一人命】2013年7月26日早上8点20分左右。四川省达州万源有一个家庭贫因的17岁在校学生。把 自己在山上捡的野山菌拿到街上来卖，遭到城管殴打，送到医院抢救无效死亡，但目前消息被封锁。 试问正义何在？公理何在？ 求扩散步！！！[怒][怒]@假装在西安 @孔智勇- @徐昕 @时评聚焦 @袁腾飞,1
985,zf0Ge5e4M,【紧急寻找车票主人】好心人在惠州689公交车捡到一钱包，内含身份证、驾驶证、三张1月25日惠州到武昌火车票，名字分别是陈翠珍、高艳林、张馨元。经多方查询，失主可能是在惠州或东莞工作的湖北籍人，请失主联系0752-2180812，举手之劳，转发扩散，助失主和家人顺利团聚。 ​,1
673,zeXpovkeC,[泪][蜡烛]噩耗！好莱坞影帝Nicholas Cage尼古拉斯·凯奇（个人介绍 http://t.cn/zjD1ZAH）在瑞士滑雪出现事故导致身亡！一颗闪耀的影视巨星殒落！（遇难新闻出处Actor - Nicholas Cage Dies In Snowboard Accident http://t.cn/zjDQCQf）,1
2152,ztckluVNi,一只救了32条人命的搜救犬牺牲了，同样是生命，为它默哀吧—昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当将其挖出的时候，发现内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人李指导像失去孩子父亲般失声痛哭。向我们最忠诚的朋友致敬,1
4746,Atf0YxVU9,我一辈子都喜欢跟着让我感觉有兴趣的人，因为在我心目中，真正的人都是疯疯癫癫的，他们热爱生活、爱聊天，不露锋芒希望拥有一切，他们从不疲倦，从不讲那些平凡的东西。——凯鲁亚克《在路上》 晚安。,0
539,zwe5Tv8Ve,【提醒！涂完花露水切勿接触明火！】夏天来临，蚊子出没。花露水必不可少！不过，花露水属易燃品，一般花露水里面的乙醇浓度在70%—75%，最低也会达到30%以上；且燃点仅为24℃。所以，涂完花露水后如遇明火...将会发生闪燃现象！所以：涂完花露水后，请远离火源！否则......,1
1205,ABmgNnNYP,马航旧广告， 在推特上传疯了。非常尴尬！[围观]Via@自由的Cyberomeo @KDS宽带社／微信：mrsh021,1
683,zvTWn8vQ5,（转）云南小山村发生怪事 母猪生下8个小孩(1) - 昨天凌晨12点，云南省昆明市宜良县的一个小山村发生一件怪事，一只母猪居然生下8个男婴儿。在场所有人都不敢相信自己的眼睛！各国专家都赶到现场后都无法解释这一，奇特迹象！这将成为世界历史上的未解之迷！ http://t.cn/bleIH,1
3012,ynBbvo4bh,你生命中有没有一个人名字的字母是“L”的对你很重要的，有就转！,0
410,zsrEEABzk,   太震惊了[吃惊] 波士顿马拉松爆炸案的“新闻”演员又被认出来了。被炸掉双腿的这个人是美军士兵，在阿富汗失去双腿。 http://t.cn/zTfsMyj这个视频http://t.cn/zTfsMyW是伊拉克路边炸弹爆炸的场面 大家对比下！然后再看看波士顿的炸弹，仅仅是可怜的一小团烟雾而已，恐怖分子难道是在玩鞭炮么？  ,1
631,yBNup2U1y,【反日，不要坑同胞】据重庆商报，网友@重庆莫若 说：他的日产越野车停沙坪坝被“爱国青年”下螺丝，比砸车还吓人。“这些疯狂又愚蠢的傻货！！！要是车主是个毫无经验的新手未能及时发现咋办？这可真的能要人命啊！！”不仅是车主遭殃，路人也会遭殃…… 请大家理智爱国，勿伤同胞「转」,1
3278,zeRnnbDZL,#云南旅游攻略#香格里拉，一个充满梦幻充满诗情充满牧歌的家园，那里有金字塔般的雪山、壮观的峡谷、被森林环绕着的翡翠似的高原湖泊、一望无际的辽阔草甸、金碧辉煌的喇嘛寺、宁静苍凉的古城。@云南旅游 精心整理香格里拉2日游攻略，吃住行游娱够都有了，亲，能帮助到你吗？http://t.cn/hsdk7,0
4128,yjE0Umjia,#FM1061~中国之声#0点—2点《千里共良宵》主题《主角配角》，主持@中国之声杨昶 。最近微博上一篇文章引人思考，文中那个女孩说：当英雄路过的时候，总要有人坐在路边鼓掌，我不想成为英雄，我想成为坐在路边鼓掌的人。我们总想扼住命运的喉咙，做生活的主角，殊不知做个好配角更需要大智慧。,0
3203,z7bxQyGpa,今晚再送出《少年派的奇幻漂流》原声大碟！十分优美动听 http://t.cn/zjqbBCp,0
3620,kTuzgz,【北京第一家麦当当！】1992年4月第一家麦当劳快餐厅在王府井大街南口开业。这是当时在麦当劳系统开设的最大的一家餐厅，拥有超过700个座位和29台收银机。[馋嘴]你还记得小时候第一次吃麦当当的回忆吗~,0
4837,yAvGMF1Z2,【《巾帼3》邓萃雯被曝出局 胡杏儿顶替】据港媒消息，金牌编审张华标回归筹拍《巾帼枭雄3》。“四奶奶”邓萃雯却因合约问题，加上自恃名利双收要求太多，触怒无线惨遭被飞，取而代之的是胡杏儿，怪不得之前金牌监制李添胜说：“我明年3月是开剧，有预黎耀祥，但没邓萃雯！”详细：http://t.cn/zWgTkqt,0
4446,z6x3jwQac,我2010年8月起开微博，至今两年多。每天上班路上写的一些有关节气的文字，就如同微读书卡片，现在编成了这本书，也算是一点小小的成果。中华工商联合出版社对这本书的热诚感动了我，他们做得很精心。此书周一开始就可在当当、卓越亚马逊、京东商城购买了，向有兴趣的朋友们推荐一下。,0
3133,AB59cB4CW,【李娜爆冷不敌佩内塔无缘决赛】美国当地时间3月14日，2014赛季巴黎银行公开赛继续进行，头号种子、中国金花李娜整场比赛都被失误困扰，最终以6-7(5)/3-6爆冷不敌佩内塔遗憾无缘决赛，职业生涯首次闯进强制顶级赛决赛的佩内塔将与阿-拉德万斯卡争夺冠军http://t.cn/8sA3Vdl,0
2017,z4U2ls4yx,一位可怜的94岁老奶奶，老伴去世，儿子伤寒死了，两个孙子在外面打工，她每天依靠捡垃圾为生，每天捡垃圾捡到凌晨2点，也只能转5、6元。奶奶双腿已经裂开，因为没钱，一直没有医治。求扩散~~每转一条微博，腾讯公益就像老奶奶捐出1毛钱，多转几次吧，不会脏了你微博，对么？,1
2129,z3DcE4B8F,。。。原来还有后续的,1
3719,kJaYt3,Mac版的QQ终于出现重大更新了，可以视频聊天了：http://t.cn/a9sRu9,0
3217,ysa0F4gzg,如果没有信仰，就把旅行当做你的信仰，这一生，都走在朝圣的路上。,0
2424,zsnDy8dJo,[蜡烛]【请为这位小女孩点上一支[蜡烛]】这位戴着眼镜努力往前跑的1035号小朋友，今年8岁。在东部时间4月15日下午2点30分，波士顿马拉松爆炸事件中失去了生命小宝贝[泪][蜡烛]，天堂的路没有恐怖袭击，天堂的路可以自由奔跑[蜡烛][蜡烛]主页君很伤心很愤怒！！！,1
